"sex","race","age","education","state","y"
"2.Female","1.White","18-24","2.SomeCollege","ND",0
"2.Female","1.White","18-24","3.CollegeOrMore","HI",1
"2.Female","1.White","18-24","2.SomeCollege","KS",0
"2.Female","1.White","18-24","1.NoCollege","MI",1
"2.Female","1.White","25-34","2.SomeCollege","OK",0
"2.Female","1.White","18-24","2.SomeCollege","AR",1
"2.Female","1.White","25-34","3.CollegeOrMore","UT",1
"2.Female","1.White","25-34","3.CollegeOrMore","ME",0
"2.Female","1.White","25-34","2.SomeCollege","SC",0
"2.Female","1.White","25-34","3.CollegeOrMore","AR",0
"2.Female","1.White","25-34","1.NoCollege","AL",1
"2.Female","1.White","18-24","2.SomeCollege","AL",0
"2.Female","1.White","18-24","3.CollegeOrMore","IA",1
"2.Female","1.White","25-34","1.NoCollege","VT",1
"2.Female","1.White","25-34","2.SomeCollege","NE",0
"2.Female","1.White","18-24","3.CollegeOrMore","AR",0
"2.Female","1.White","25-34","3.CollegeOrMore","NC",0
"2.Female","1.White","18-24","2.SomeCollege","KS",1
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","18-24","2.SomeCollege","AL",0
"2.Female","1.White","18-24","3.CollegeOrMore","CT",1
"2.Female","1.White","18-24","1.NoCollege","MS",0
"2.Female","1.White","18-24","2.SomeCollege","ME",1
"2.Female","1.White","25-34","3.CollegeOrMore","HI",0
"2.Female","1.White","25-34","3.CollegeOrMore","ND",0
"2.Female","1.White","25-34","3.CollegeOrMore","NM",1
"2.Female","1.White","18-24","3.CollegeOrMore","VT",1
"2.Female","1.White","18-24","2.SomeCollege","UT",1
"2.Female","1.White","18-24","1.NoCollege","VA",0
"2.Female","1.White","18-24","2.SomeCollege","ID",0
"2.Female","1.White","18-24","2.SomeCollege","ID",0
"2.Female","1.White","18-24","2.SomeCollege","DE",1
"2.Female","1.White","18-24","3.CollegeOrMore","CA",1
"2.Female","1.White","25-34","1.NoCollege","MS",0
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","25-34","3.CollegeOrMore","RI",1
"2.Female","1.White","25-34","2.SomeCollege","PA",0
"2.Female","1.White","25-34","2.SomeCollege","IL",1
"2.Female","1.White","18-24","2.SomeCollege","IA",0
"2.Female","1.White","25-34","2.SomeCollege","IA",0
"2.Female","1.White","18-24","2.SomeCollege","OR",1
"2.Female","1.White","25-34","3.CollegeOrMore","NY",1
"2.Female","1.White","18-24","1.NoCollege","ID",0
"2.Female","1.White","18-24","2.SomeCollege","MO",0
"2.Female","1.White","25-34","3.CollegeOrMore","DC",0
"2.Female","1.White","25-34","3.CollegeOrMore","KS",0
"2.Female","1.White","18-24","2.SomeCollege","OR",1
"2.Female","1.White","18-24","2.SomeCollege","IA",0
"2.Female","1.White","18-24","1.NoCollege","NV",1
"2.Female","1.White","18-24","2.SomeCollege","AL",1
"2.Female","1.White","18-24","2.SomeCollege","LA",0
"2.Female","1.White","18-24","1.NoCollege","FL",1
"2.Female","1.White","18-24","1.NoCollege","ME",0
"2.Female","1.White","25-34","3.CollegeOrMore","GA",0
"2.Female","1.White","25-34","3.CollegeOrMore","RI",1
"2.Female","1.White","25-34","3.CollegeOrMore","MN",0
"2.Female","1.White","18-24","3.CollegeOrMore","MS",0
"2.Female","1.White","25-34","2.SomeCollege","AL",1
"2.Female","1.White","25-34","3.CollegeOrMore","NH",1
"2.Female","1.White","25-34","2.SomeCollege","MI",0
"2.Female","1.White","18-24","2.SomeCollege","AZ",1
"2.Female","1.White","25-34","2.SomeCollege","TX",0
"2.Female","1.White","18-24","2.SomeCollege","MO",1
"2.Female","1.White","25-34","3.CollegeOrMore","OH",0
"2.Female","1.White","18-24","3.CollegeOrMore","NY",1
"2.Female","1.White","25-34","3.CollegeOrMore","FL",0
"2.Female","1.White","18-24","2.SomeCollege","MD",1
"2.Female","1.White","18-24","1.NoCollege","OK",0
"2.Female","1.White","25-34","1.NoCollege","ID",0
"2.Female","1.White","18-24","1.NoCollege","KY",0
"2.Female","1.White","18-24","3.CollegeOrMore","AR",1
"2.Female","1.White","18-24","3.CollegeOrMore","MN",0
"2.Female","1.White","25-34","3.CollegeOrMore","ME",0
"2.Female","1.White","25-34","2.SomeCollege","NC",0
"2.Female","1.White","18-24","1.NoCollege","AR",0
"2.Female","1.White","25-34","3.CollegeOrMore","KS",1
"2.Female","1.White","18-24","3.CollegeOrMore","UT",0
"2.Female","1.White","25-34","1.NoCollege","NH",0
"2.Female","1.White","25-34","2.SomeCollege","AK",0
"2.Female","1.White","18-24","3.CollegeOrMore","VT",0
"2.Female","1.White","25-34","3.CollegeOrMore","MO",1
"2.Female","1.White","18-24","2.SomeCollege","VT",1
"2.Female","1.White","18-24","2.SomeCollege","AR",0
"2.Female","1.White","18-24","1.NoCollege","KS",1
"2.Female","1.White","18-24","3.CollegeOrMore","CO",1
"2.Female","1.White","25-34","3.CollegeOrMore","MO",1
"2.Female","1.White","18-24","2.SomeCollege","SC",0
"2.Female","1.White","25-34","1.NoCollege","KY",0
"2.Female","1.White","18-24","1.NoCollege","ME",1
"2.Female","1.White","18-24","1.NoCollege","VA",1
"2.Female","1.White","25-34","3.CollegeOrMore","MN",1
"2.Female","1.White","25-34","3.CollegeOrMore","IL",0
"2.Female","1.White","18-24","1.NoCollege","SC",0
"2.Female","1.White","18-24","2.SomeCollege","TX",0
"2.Female","1.White","18-24","3.CollegeOrMore","NY",1
"2.Female","1.White","25-34","1.NoCollege","OH",1
"2.Female","1.White","25-34","3.CollegeOrMore","CA",0
"2.Female","1.White","18-24","3.CollegeOrMore","LA",0
"2.Female","1.White","18-24","2.SomeCollege","GA",0
"2.Female","1.White","25-34","3.CollegeOrMore","IL",1
"2.Female","1.White","18-24","1.NoCollege","KY",0
"2.Female","1.White","25-34","2.SomeCollege","MA",0
"2.Female","1.White","18-24","2.SomeCollege","WV",0
"2.Female","1.White","18-24","2.SomeCollege","ND",1
"2.Female","1.White","18-24","1.NoCollege","AL",0
"2.Female","1.White","25-34","2.SomeCollege","ID",0
"2.Female","1.White","25-34","1.NoCollege","FL",0
"2.Female","1.White","25-34","2.SomeCollege","GA",0
"2.Female","1.White","25-34","3.CollegeOrMore","IN",0
"2.Female","1.White","25-34","2.SomeCollege","VA",1
"2.Female","1.White","18-24","2.SomeCollege","MS",0
"2.Female","1.White","18-24","2.SomeCollege","WV",0
"2.Female","1.White","25-34","3.CollegeOrMore","ND",0
"2.Female","1.White","18-24","1.NoCollege","RI",1
"2.Female","1.White","25-34","1.NoCollege","PA",0
"2.Female","1.White","25-34","1.NoCollege","MA",1
"2.Female","1.White","18-24","1.NoCollege","OK",0
"2.Female","1.White","25-34","1.NoCollege","IN",0
"2.Female","1.White","18-24","1.NoCollege","MA",0
"2.Female","1.White","25-34","3.CollegeOrMore","NM",1
"2.Female","1.White","18-24","3.CollegeOrMore","PA",1
"2.Female","1.White","18-24","2.SomeCollege","OR",1
"2.Female","1.White","18-24","1.NoCollege","MN",1
"2.Female","1.White","25-34","1.NoCollege","MT",0
"2.Female","1.White","18-24","2.SomeCollege","RI",1
"2.Female","1.White","25-34","3.CollegeOrMore","RI",0
"2.Female","1.White","18-24","1.NoCollege","ND",1
"2.Female","1.White","18-24","2.SomeCollege","MA",1
"2.Female","1.White","25-34","3.CollegeOrMore","DC",0
"2.Female","1.White","25-34","3.CollegeOrMore","IA",1
"2.Female","1.White","18-24","2.SomeCollege","NY",1
"2.Female","1.White","18-24","2.SomeCollege","ID",0
"2.Female","1.White","18-24","2.SomeCollege","ME",0
"2.Female","1.White","18-24","2.SomeCollege","OH",0
"2.Female","1.White","18-24","3.CollegeOrMore","OH",0
"2.Female","1.White","25-34","3.CollegeOrMore","NY",1
"2.Female","1.White","18-24","2.SomeCollege","CO",0
"2.Female","1.White","25-34","3.CollegeOrMore","MI",0
"2.Female","1.White","25-34","3.CollegeOrMore","WA",1
"2.Female","1.White","18-24","2.SomeCollege","OH",0
"2.Female","1.White","18-24","2.SomeCollege","GA",0
"2.Female","1.White","18-24","1.NoCollege","WI",0
"2.Female","1.White","18-24","1.NoCollege","KY",0
"2.Female","1.White","18-24","3.CollegeOrMore","OR",1
"2.Female","1.White","18-24","2.SomeCollege","AZ",1
"2.Female","1.White","18-24","1.NoCollege","MD",1
"2.Female","1.White","18-24","1.NoCollege","MO",0
"2.Female","1.White","25-34","2.SomeCollege","WA",0
"2.Female","1.White","18-24","3.CollegeOrMore","CO",0
"2.Female","1.White","25-34","3.CollegeOrMore","WI",0
"2.Female","1.White","25-34","3.CollegeOrMore","WV",0
"2.Female","1.White","18-24","2.SomeCollege","IN",1
"2.Female","1.White","18-24","3.CollegeOrMore","TN",0
"2.Female","1.White","25-34","3.CollegeOrMore","ND",1
"2.Female","1.White","18-24","2.SomeCollege","DE",1
"2.Female","1.White","18-24","1.NoCollege","UT",0
"2.Female","1.White","18-24","1.NoCollege","MS",0
"2.Female","1.White","25-34","3.CollegeOrMore","AL",1
"2.Female","1.White","18-24","1.NoCollege","SC",0
"2.Female","1.White","25-34","3.CollegeOrMore","HI",1
"2.Female","1.White","18-24","2.SomeCollege","MS",0
"2.Female","1.White","25-34","3.CollegeOrMore","VA",0
"2.Female","1.White","25-34","3.CollegeOrMore","IL",0
"2.Female","1.White","25-34","3.CollegeOrMore","VT",1
"2.Female","1.White","18-24","2.SomeCollege","ND",1
"2.Female","1.White","25-34","1.NoCollege","UT",0
"2.Female","1.White","18-24","2.SomeCollege","SD",1
"2.Female","1.White","25-34","3.CollegeOrMore","FL",0
"2.Female","1.White","25-34","3.CollegeOrMore","WI",1
"2.Female","1.White","18-24","2.SomeCollege","NV",0
"2.Female","1.White","25-34","1.NoCollege","AK",0
"2.Female","1.White","25-34","2.SomeCollege","AR",1
"2.Female","1.White","18-24","1.NoCollege","ND",0
"2.Female","1.White","18-24","2.SomeCollege","DE",0
"2.Female","1.White","25-34","2.SomeCollege","GA",0
"2.Female","1.White","18-24","3.CollegeOrMore","MI",1
"2.Female","1.White","18-24","3.CollegeOrMore","KS",0
"2.Female","1.White","25-34","2.SomeCollege","NH",1
"2.Female","1.White","18-24","1.NoCollege","UT",1
"2.Female","1.White","25-34","2.SomeCollege","VA",0
"2.Female","1.White","25-34","2.SomeCollege","SD",0
"2.Female","1.White","18-24","3.CollegeOrMore","DC",0
"2.Female","1.White","25-34","3.CollegeOrMore","NC",1
"2.Female","1.White","18-24","1.NoCollege","TX",0
"2.Female","1.White","25-34","2.SomeCollege","TX",0
"2.Female","1.White","18-24","2.SomeCollege","TN",0
"2.Female","1.White","18-24","1.NoCollege","MD",1
"2.Female","1.White","25-34","2.SomeCollege","OH",1
"2.Female","1.White","18-24","1.NoCollege","KY",0
"2.Female","1.White","18-24","1.NoCollege","AL",1
"2.Female","1.White","25-34","2.SomeCollege","CT",1
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","25-34","3.CollegeOrMore","TN",0
"2.Female","1.White","25-34","2.SomeCollege","KS",0
"2.Female","1.White","25-34","3.CollegeOrMore","ME",0
"2.Female","1.White","25-34","2.SomeCollege","ID",0
"2.Female","1.White","25-34","2.SomeCollege","GA",0
"2.Female","1.White","18-24","2.SomeCollege","OK",0
"2.Female","1.White","18-24","1.NoCollege","MS",0
"2.Female","1.White","25-34","3.CollegeOrMore","MN",0
"2.Female","1.White","25-34","2.SomeCollege","OK",0
"2.Female","1.White","25-34","3.CollegeOrMore","RI",0
"2.Female","1.White","25-34","3.CollegeOrMore","VT",1
"2.Female","1.White","25-34","3.CollegeOrMore","DC",1
"2.Female","1.White","25-34","3.CollegeOrMore","NE",0
"2.Female","1.White","25-34","3.CollegeOrMore","NE",1
"2.Female","1.White","25-34","3.CollegeOrMore","NJ",0
"2.Female","1.White","18-24","2.SomeCollege","MI",0
"2.Female","1.White","18-24","2.SomeCollege","MO",0
"2.Female","1.White","25-34","1.NoCollege","MO",0
"2.Female","1.White","18-24","2.SomeCollege","MD",0
"2.Female","1.White","18-24","1.NoCollege","OK",1
"2.Female","1.White","18-24","2.SomeCollege","TN",0
"2.Female","1.White","25-34","2.SomeCollege","UT",0
"2.Female","1.White","25-34","3.CollegeOrMore","VA",0
"2.Female","1.White","18-24","2.SomeCollege","MN",0
"2.Female","1.White","18-24","2.SomeCollege","SC",0
"2.Female","1.White","18-24","2.SomeCollege","LA",0
"2.Female","1.White","18-24","1.NoCollege","RI",1
"2.Female","1.White","18-24","1.NoCollege","OK",0
"2.Female","1.White","25-34","1.NoCollege","ME",0
"2.Female","1.White","18-24","3.CollegeOrMore","DE",1
"2.Female","1.White","25-34","3.CollegeOrMore","LA",1
"2.Female","1.White","18-24","1.NoCollege","CA",0
"2.Female","1.White","18-24","2.SomeCollege","PA",0
"2.Female","1.White","18-24","1.NoCollege","FL",0
"2.Female","1.White","18-24","2.SomeCollege","TX",0
"2.Female","1.White","25-34","2.SomeCollege","ME",0
"2.Female","1.White","18-24","2.SomeCollege","GA",0
"2.Female","1.White","25-34","3.CollegeOrMore","PA",0
"2.Female","1.White","18-24","2.SomeCollege","PA",0
"2.Female","1.White","18-24","1.NoCollege","PA",0
"2.Female","1.White","18-24","2.SomeCollege","IA",1
"2.Female","1.White","25-34","3.CollegeOrMore","OR",1
"2.Female","1.White","18-24","3.CollegeOrMore","KS",0
"2.Female","1.White","18-24","2.SomeCollege","WI",0
"2.Female","1.White","25-34","3.CollegeOrMore","KY",1
"2.Female","1.White","25-34","3.CollegeOrMore","MN",1
"2.Female","1.White","18-24","1.NoCollege","IA",0
"2.Female","1.White","18-24","2.SomeCollege","MO",1
"2.Female","1.White","18-24","1.NoCollege","OH",0
"2.Female","1.White","25-34","3.CollegeOrMore","OH",0
"2.Female","1.White","25-34","1.NoCollege","ME",0
"2.Female","1.White","18-24","3.CollegeOrMore","TX",0
"2.Female","1.White","25-34","2.SomeCollege","PA",0
"2.Female","1.White","25-34","1.NoCollege","NY",0
"2.Female","1.White","25-34","3.CollegeOrMore","TX",0
"2.Female","1.White","18-24","3.CollegeOrMore","WA",0
"2.Female","1.White","18-24","2.SomeCollege","MI",1
"2.Female","1.White","25-34","3.CollegeOrMore","TX",0
"2.Female","1.White","18-24","2.SomeCollege","IA",0
"2.Female","1.White","18-24","1.NoCollege","AZ",1
"2.Female","1.White","18-24","2.SomeCollege","MN",1
"2.Female","1.White","18-24","1.NoCollege","KY",1
"2.Female","1.White","25-34","1.NoCollege","IN",0
"2.Female","1.White","25-34","3.CollegeOrMore","VA",0
"2.Female","1.White","18-24","3.CollegeOrMore","MN",1
"2.Female","1.White","25-34","3.CollegeOrMore","MD",1
"2.Female","1.White","25-34","2.SomeCollege","WA",0
"2.Female","1.White","18-24","3.CollegeOrMore","VA",1
"2.Female","1.White","25-34","3.CollegeOrMore","IN",1
"2.Female","1.White","18-24","2.SomeCollege","NE",0
"2.Female","1.White","18-24","2.SomeCollege","WI",0
"2.Female","1.White","25-34","1.NoCollege","VT",0
"2.Female","1.White","25-34","1.NoCollege","MD",0
"2.Female","1.White","18-24","2.SomeCollege","NM",1
"2.Female","1.White","18-24","1.NoCollege","IA",1
"2.Female","1.White","18-24","3.CollegeOrMore","KS",0
"2.Female","1.White","18-24","2.SomeCollege","VA",1
"2.Female","1.White","18-24","2.SomeCollege","NV",1
"2.Female","1.White","18-24","3.CollegeOrMore","NM",0
"2.Female","1.White","25-34","1.NoCollege","UT",0
"2.Female","1.White","25-34","3.CollegeOrMore","WI",1
"2.Female","1.White","18-24","3.CollegeOrMore","NJ",0
"2.Female","1.White","25-34","3.CollegeOrMore","WI",0
"2.Female","1.White","25-34","2.SomeCollege","MA",1
"2.Female","1.White","18-24","2.SomeCollege","KY",1
"2.Female","1.White","18-24","2.SomeCollege","CO",1
"2.Female","1.White","25-34","3.CollegeOrMore","TN",1
"2.Female","1.White","18-24","2.SomeCollege","MA",1
"2.Female","1.White","18-24","1.NoCollege","IN",0
"2.Female","1.White","18-24","2.SomeCollege","MO",1
"2.Female","1.White","18-24","1.NoCollege","CO",0
"2.Female","1.White","18-24","2.SomeCollege","OH",1
"2.Female","1.White","25-34","3.CollegeOrMore","KY",1
"2.Female","1.White","25-34","3.CollegeOrMore","WA",1
"2.Female","1.White","25-34","1.NoCollege","MI",0
"2.Female","1.White","18-24","3.CollegeOrMore","AL",0
"2.Female","1.White","18-24","2.SomeCollege","AZ",0
"2.Female","1.White","25-34","2.SomeCollege","CO",1
"2.Female","1.White","18-24","3.CollegeOrMore","CT",1
"2.Female","1.White","25-34","1.NoCollege","TN",0
"2.Female","1.White","18-24","2.SomeCollege","OR",0
"2.Female","1.White","25-34","2.SomeCollege","ID",0
"2.Female","1.White","25-34","3.CollegeOrMore","NH",0
"2.Female","1.White","25-34","1.NoCollege","LA",1
"2.Female","1.White","18-24","2.SomeCollege","MA",1
"2.Female","1.White","25-34","1.NoCollege","IA",1
"2.Female","1.White","18-24","2.SomeCollege","CO",1
"2.Female","1.White","25-34","1.NoCollege","RI",0
"2.Female","1.White","18-24","1.NoCollege","AR",1
"2.Female","1.White","25-34","1.NoCollege","IN",0
"2.Female","1.White","18-24","2.SomeCollege","MN",1
"2.Female","1.White","25-34","1.NoCollege","KS",1
"2.Female","1.White","25-34","3.CollegeOrMore","CA",1
"2.Female","1.White","25-34","3.CollegeOrMore","IA",0
"2.Female","1.White","18-24","2.SomeCollege","TX",1
"2.Female","1.White","25-34","1.NoCollege","DE",1
"2.Female","1.White","18-24","2.SomeCollege","TX",0
"2.Female","1.White","18-24","1.NoCollege","ID",0
"2.Female","1.White","25-34","3.CollegeOrMore","ND",1
"2.Female","1.White","18-24","3.CollegeOrMore","ID",0
"2.Female","1.White","25-34","3.CollegeOrMore","IN",0
"2.Female","1.White","25-34","2.SomeCollege","MT",0
"2.Female","1.White","25-34","1.NoCollege","OR",0
"2.Female","1.White","18-24","2.SomeCollege","OH",0
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","18-24","1.NoCollege","AL",0
"2.Female","1.White","25-34","2.SomeCollege","WV",1
"2.Female","1.White","18-24","2.SomeCollege","OR",1
"2.Female","1.White","18-24","2.SomeCollege","WA",0
"2.Female","1.White","25-34","3.CollegeOrMore","UT",0
"2.Female","1.White","18-24","1.NoCollege","RI",1
"2.Female","1.White","18-24","1.NoCollege","WA",1
"2.Female","1.White","18-24","3.CollegeOrMore","NY",0
"2.Female","1.White","18-24","1.NoCollege","CT",1
"2.Female","1.White","18-24","2.SomeCollege","KS",1
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","18-24","2.SomeCollege","WY",0
"2.Female","1.White","18-24","3.CollegeOrMore","IA",1
"2.Female","1.White","18-24","1.NoCollege","MI",1
"2.Female","1.White","25-34","2.SomeCollege","IL",0
"2.Female","1.White","18-24","2.SomeCollege","KY",1
"2.Female","1.White","18-24","2.SomeCollege","CT",0
"2.Female","1.White","25-34","3.CollegeOrMore","WV",0
"2.Female","1.White","25-34","3.CollegeOrMore","KS",0
"2.Female","1.White","18-24","2.SomeCollege","NV",0
"2.Female","1.White","25-34","2.SomeCollege","DE",0
"2.Female","1.White","18-24","1.NoCollege","MI",0
"2.Female","1.White","18-24","1.NoCollege","NC",1
"2.Female","1.White","25-34","3.CollegeOrMore","TX",0
"2.Female","1.White","18-24","1.NoCollege","WV",0
"2.Female","1.White","18-24","2.SomeCollege","AZ",0
"2.Female","1.White","25-34","3.CollegeOrMore","NH",1
"2.Female","1.White","25-34","2.SomeCollege","IN",0
"2.Female","1.White","18-24","2.SomeCollege","IN",1
"2.Female","1.White","18-24","3.CollegeOrMore","IN",0
"2.Female","1.White","18-24","1.NoCollege","RI",1
"2.Female","1.White","18-24","2.SomeCollege","IN",1
"2.Female","1.White","25-34","3.CollegeOrMore","DE",1
"2.Female","1.White","25-34","3.CollegeOrMore","LA",0
"2.Female","1.White","18-24","2.SomeCollege","UT",0
"2.Female","1.White","18-24","2.SomeCollege","MD",0
"2.Female","1.White","18-24","1.NoCollege","NC",1
"2.Female","1.White","25-34","2.SomeCollege","WA",0
"2.Female","1.White","25-34","1.NoCollege","MN",0
"2.Female","1.White","25-34","1.NoCollege","PA",0
"2.Female","1.White","25-34","1.NoCollege","VA",1
"2.Female","1.White","25-34","1.NoCollege","OK",0
"2.Female","1.White","25-34","3.CollegeOrMore","CA",0
"2.Female","1.White","25-34","3.CollegeOrMore","AK",1
"2.Female","1.White","25-34","3.CollegeOrMore","ND",1
"2.Female","1.White","25-34","3.CollegeOrMore","ME",1
"2.Female","1.White","18-24","2.SomeCollege","MO",0
"2.Female","1.White","18-24","1.NoCollege","WV",0
"2.Female","1.White","25-34","2.SomeCollege","WV",1
"2.Female","1.White","25-34","3.CollegeOrMore","AR",1
"2.Female","1.White","18-24","1.NoCollege","VT",0
"2.Female","1.White","25-34","2.SomeCollege","SD",0
"2.Female","1.White","18-24","1.NoCollege","MS",0
"2.Female","1.White","25-34","3.CollegeOrMore","HI",1
"2.Female","1.White","25-34","3.CollegeOrMore","CA",0
"2.Female","1.White","25-34","3.CollegeOrMore","NC",1
"2.Female","1.White","25-34","2.SomeCollege","TN",0
"2.Female","1.White","18-24","3.CollegeOrMore","PA",0
"2.Female","1.White","25-34","3.CollegeOrMore","GA",1
"2.Female","1.White","25-34","2.SomeCollege","OK",1
"2.Female","1.White","25-34","3.CollegeOrMore","MI",0
"2.Female","1.White","18-24","2.SomeCollege","OK",1
"2.Female","1.White","18-24","2.SomeCollege","IL",1
"2.Female","1.White","18-24","3.CollegeOrMore","CT",1
"2.Female","1.White","18-24","2.SomeCollege","NC",0
"2.Female","1.White","25-34","1.NoCollege","OK",1
"2.Female","1.White","25-34","3.CollegeOrMore","GA",0
"2.Female","1.White","18-24","3.CollegeOrMore","WA",1
"2.Female","1.White","18-24","2.SomeCollege","ME",0
"2.Female","1.White","25-34","1.NoCollege","OK",0
"2.Female","1.White","18-24","2.SomeCollege","AR",0
